title,price,link
"MSI Thin A15, AMD 7th Gen. Ryzen 5 7535HS, 40CM Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, 4GB GDDR6/Cosmos Gray/1.86Kg), B7UCX-216IN  ","52,990",https://amazon.in//MSI-7535HS-Windows-GeForce-B7UCX-216IN/dp/B0D2HZV716/ref=sr_1_134?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-134
"Dell 15 Thin & Light Laptop, AMD R3-7320U Processor, 8GB + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Radeon Graphics, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, 1.67kg  ","34,043",https://amazon.in//Dell-R3-7320U-Processor-Graphics-Antivirus/dp/B0D839SBQL/ref=sr_1_135?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-135
"Dell XPS 9320 Laptop, Intel Evo platform powered by Intel Core i7-1360P Processor/32GB LPDDR5/1TB SSD/13.4""(34.03cm)UHD+ Touch/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Platinum Silver/1.24KG  ","2,02,590",https://amazon.in//Dell-platform-i7-1360P-Processor-Platinum/dp/B0CBKY79M8/ref=sr_1_136?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-136
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","69,990",https://amazon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_137?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-137
"Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0"") HD Display  ","25,469",https://amazon.in//Acer-Processor-Graphics-Windows-Z2-493/dp/B0C3R5VWP3/ref=sr_1_138?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-138
"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 16 GB Ram & 256 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","49,590",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjYxMzgwNTY2NjY2NDY1OjE3MjU4MDIxOTI6c3BfbXRmOjMwMDE0ODUzNDg3NjQzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXG3FVD%2Fref%3Dsr_1_139_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802192%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men for 15.6 Inch Laptop - Office Bag for Men with Adjustable Strap - Water-Resistant - Leather Bag for Men with 1 Year Warranty - Tan  ,"3,569",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjYxMzgwNTY2NjY2NDY1OjE3MjU4MDIxOTI6c3BfbXRmOjIwMTExMjA0NDkxNzk4OjowOjo&url=%2FHAMMONDS-FLYCATCHER-Laptop-Bag-Men%2Fdp%2FB083M17PCX%2Fref%3Dsr_1_140_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802192%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN  ","22,490",https://amazon.in//Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_141?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-141
"Apple 2022 MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Silver  ","93,990",https://amazon.in//2022-Apple-MacBook-Laptop-chip/dp/B0B3BLY13H/ref=sr_1_142?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-142
"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Black, 1.65 kg), fq3066TU  ","28,490",https://amazon.in//HP-15-6-inch-Micro-Edge-Graphics-15s-fq3066TU/dp/B0CJC7S45V/ref=sr_1_20?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.x3KR7kFVi3QYHRnwbXLX5Dc3clA4-erO1VaCgJE42LpUphSgxH2HIqEAjIbfvzgweI-IDq1GXAx4j2Beziwd1B1eNZtnsXOZUSyFAU8ERU9rTkJY_1oOh-6Lzj7QKmONMFZv73k3rYtkuSx5h4CyozkPDjaDJhCWRO3NznQi1ARIAvT9R1u83GmAmM89pEkvNV6aOA4LALbGUpD0s5SGFdDcSSo4jQdy69Lc9DmupG4.eRCZMjkVOc8JfipExLASIRtwOHZqwOUJZlOJltQrF0Q&dib_tag=se&keywords=laptop&qid=1725801453&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-20
"ASUS Vivobook Go 15 (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Silver/1.63 kg), E1504GA-NJ321WS  ","33,519",https://amazon.in//ASUS-Vivobook-Integrated-Graphics-E1504GA-NJ321WS/dp/B0C1GGZYS5/ref=sr_1_143?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-143
"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-029IN  ","40,990",https://amazon.in//MSI-i5-1155G7-Windows-Graphics-C11M-029IN/dp/B0BQBP6Y6Q/ref=sr_1_144?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-144
"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB,MSO,Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","52,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_145?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-145
"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Icelight Silver/1.7 Kg), X1502ZA-EJ745WS  ","61,990",https://amazon.in//ASUS-Vivobook-i7-12700H-Icelight-X1502ZA-EJ745WS/dp/B0D3LSSQ96/ref=sr_1_146?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-146
"HP Laptop 14, IntelÂ® Core i3-1215U, 14-inch(35.6 cm), FHD,8GB DDR4,512GB SSD,MSO,Dual Speakers,Win 11,Silver, 1.46 kg,14s-dq5138TU  ","37,690",https://amazon.in//HP-i3-1215U-14-inch-Speakers-14s-dq5138TU/dp/B0CXMX4NJ2/ref=sr_1_147?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-147
"Dell Vostro 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","54,900",https://amazon.in//Dell-Generation-i5-1334U-Processor-39-62cm/dp/B0D46QQHW6/ref=sr_1_148?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI&dib_tag=se&keywords=laptop&qid=1725802192&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-148
"KUKLAR Laptop Bag for Men - Genuine Leather Office Bag, Brown Color - Fits 14/15.6/16 Inch Laptop/MacBook - Expandable, Water Resistant(Brown)  ","1,299",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjYxMzgwNTY2NjY2NDY1OjE3MjU4MDIxOTI6c3BfYnRmOjMwMDI1MzQ5NzE4OTMzMjo6MDo6&url=%2FKUKLAR-Laptop-Bag-Men-Expandable%2Fdp%2FB0D57838JC%2Fref%3Dsr_1_149_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802192%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable, Black  ",699,https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjYxMzgwNTY2NjY2NDY1OjE3MjU4MDIxOTI6c3BfYnRmOjIwMDczMzYzNjY5MTk4OjowOjo&url=%2FAmazonBasics-6-Feet-DisplayPort-port-Cable%2Fdp%2FB015OW3M1W%2Fref%3Dsr_1_150_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.TwsMZ_aaGuBlMtguMBG6Zf86A0Nxsh9_0VmFYHK7mR0gouFScxX-L0cUL_EYV0eTSnFNLkIcUm_LBDo86LQXvRE4vgeQPph4LN86oHOSZAufBYbfjc9X9DNMGO95KDW0of051HvCljAwu-SjSJ3UpDPUCM3cN_5f6dEVhEDTVYrpxNCddCjiQ6stZJYGLwUTmjShCbpPExZRIFPQtieHboPq5dDO9cjWdHeIMjPsiKI.YjVu7vkkgWL9NntNkawIubdPghjquV2ycfzWzvUx0GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802192%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (32 GB DDR4 RAM/512 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","34,690",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NTc4ODU3MTA0NTcyNjM1OjE3MjU4MDIyODU6c3BfYXRmX25leHQ6MzAwMjYwODE4ODM2NzMyOjowOjo&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KLNSVK%2Fref%3Dsr_1_145_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.OKBFlFqIptnQL_5It1h2qLVX3kR4GhBfGta6nsgi53UDvTb-k_xm-k7Ay9BVacH_VKob0luvEXJUQV4rK1Ukxu-VasSjxlp-u_CsKg4p1Ii0IIMMO6bIfjriuyOMEGDpWvlAxH-jL757VzgoqtkMJXBwM8_IMDXyxd00jrdo0_V5kmvze99KAOsmUAgv2gcply8f6yDSSbj_wm0UyUuhNmxvDTejQI7di4PKprluTHQ.197IbBQRa77HS7XxHiKRNJ_a9q0ENFnUJYUva4eYy0s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802285%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (64GB RAM/1 TB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","41,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NTc4ODU3MTA0NTcyNjM1OjE3MjU4MDIyODU6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc1NjMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC45X755%2Fref%3Dsr_1_146_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.OKBFlFqIptnQL_5It1h2qLVX3kR4GhBfGta6nsgi53UDvTb-k_xm-k7Ay9BVacH_VKob0luvEXJUQV4rK1Ukxu-VasSjxlp-u_CsKg4p1Ii0IIMMO6bIfjriuyOMEGDpWvlAxH-jL757VzgoqtkMJXBwM8_IMDXyxd00jrdo0_V5kmvze99KAOsmUAgv2gcply8f6yDSSbj_wm0UyUuhNmxvDTejQI7di4PKprluTHQ.197IbBQRa77HS7XxHiKRNJ_a9q0ENFnUJYUva4eYy0s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725802285%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ","21,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_3?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.x3KR7kFVi3QYHRnwbXLX5Dc3clA4-erO1VaCgJE42LpUphSgxH2HIqEAjIbfvzgweI-IDq1GXAx4j2Beziwd1B1eNZtnsXOZUSyFAU8ERU9rTkJY_1oOh-6Lzj7QKmONMFZv73k3rYtkuSx5h4CyozkPDjaDJhCWRO3NznQi1ARIAvT9R1u83GmAmM89pEkvNV6aOA4LALbGUpD0s5SGFdDcSSo4jQdy69Lc9DmupG4.eRCZMjkVOc8JfipExLASIRtwOHZqwOUJZlOJltQrF0Q&dib_tag=se&keywords=laptop&qid=1725801453&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-3
"WALKENT Stylish 15.6"" Laptop Bag, Premium Leather, Waterproof, Backpack with Front & Side Pockets for Travel Office College Men Women - Ritzy, 28 L  ","2,790",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTczMDcxMjM2MzQxNzkzOjE3MjU4MDE0NTM6c3BfYnRmOjMwMDA3MDQyNjk2NzczMjo6MDo6&url=%2FWALKENT-Stylish-Premium-Leather-Waterproof%2Fdp%2FB09Q172X7J%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3LH7JI920TH09%26dib%3DeyJ2IjoiMSJ9.x3KR7kFVi3QYHRnwbXLX5Dc3clA4-erO1VaCgJE42LpUphSgxH2HIqEAjIbfvzgweI-IDq1GXAx4j2Beziwd1B1eNZtnsXOZUSyFAU8ERU9rTkJY_1oOh-6Lzj7QKmONMFZv73k3rYtkuSx5h4CyozkPDjaDJhCWRO3NznQi1ARIAvT9R1u83GmAmM89pEkvNV6aOA4LALbGUpD0s5SGFdDcSSo4jQdy69Lc9DmupG4.eRCZMjkVOc8JfipExLASIRtwOHZqwOUJZlOJltQrF0Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725801453%26sprefix%3Dlapt%252Cspecialty-aps%252C243%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ","19,889",https://amazon.in//Refurbished-HP-Windows-Bluetooth-Graphics/dp/B0CX17V424/ref=sr_1_147?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.OKBFlFqIptnQL_5It1h2qLVX3kR4GhBfGta6nsgi53UDvTb-k_xm-k7Ay9BVacH_VKob0luvEXJUQV4rK1Ukxu-VasSjxlp-u_CsKg4p1Ii0IIMMO6bIfjriuyOMEGDpWvlAxH-jL757VzgoqtkMJXBwM8_IMDXyxd00jrdo0_V5kmvze99KAOsmUAgv2gcply8f6yDSSbj_wm0UyUuhNmxvDTejQI7di4PKprluTHQ.197IbBQRa77HS7XxHiKRNJ_a9q0ENFnUJYUva4eYy0s&dib_tag=se&keywords=laptop&qid=1725802285&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-147
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00  ","47,529",https://amazon.in//Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_148?crid=3LH7JI920TH09&dib=eyJ2IjoiMSJ9.OKBFlFqIptnQL_5It1h2qLVX3kR4GhBfGta6nsgi53UDvTb-k_xm-k7Ay9BVacH_VKob0luvEXJUQV4rK1Ukxu-VasSjxlp-u_CsKg4p1Ii0IIMMO6bIfjriuyOMEGDpWvlAxH-jL757VzgoqtkMJXBwM8_IMDXyxd00jrdo0_V5kmvze99KAOsmUAgv2gcply8f6yDSSbj_wm0UyUuhNmxvDTejQI7di4PKprluTHQ.197IbBQRa77HS7XxHiKRNJ_a9q0ENFnUJYUva4eYy0s&dib_tag=se&keywords=laptop&qid=1725802285&sprefix=lapt%2Cspecialty-aps%2C243&sr=8-148
